date,state,fips,cases,deaths
2020-06-15,Alabama,01,26272,774
2020-06-15,Alaska,02,738,10
2020-06-15,Arizona,04,37005,1204
2020-06-15,Arkansas,05,12917,182
2020-06-15,California,06,155662,5120
2020-06-15,Colorado,08,29284,1605
2020-06-15,Connecticut,09,45235,4204
2020-06-15,Delaware,10,10340,423
2020-06-15,District of Columbia,11,9799,515
2020-06-15,Florida,12,77318,2937
2020-06-15,Georgia,13,55505,2457
2020-06-15,Guam,66,1155,6
2020-06-15,Hawaii,15,724,17
2020-06-15,Idaho,16,3472,89
2020-06-15,Illinois,17,134247,6543
2020-06-15,Indiana,18,41422,2433
2020-06-15,Iowa,19,24110,661
2020-06-15,Kansas,20,11516,246
2020-06-15,Kentucky,21,12863,524
2020-06-15,Louisiana,22,47284,3018
2020-06-15,Maine,23,2810,101
2020-06-15,Maryland,24,62653,2947
2020-06-15,Massachusetts,25,105690,7646
2020-06-15,Michigan,26,66302,6025
2020-06-15,Minnesota,27,30724,1335
2020-06-15,Mississippi,28,19799,895
2020-06-15,Missouri,29,16712,895
2020-06-15,Montana,30,609,19
2020-06-15,Nebraska,31,16860,226
2020-06-15,Nevada,32,11316,466
2020-06-15,New Hampshire,33,5345,320
2020-06-15,New Jersey,34,167103,12676
2020-06-15,New Mexico,35,9845,440
2020-06-15,New York,36,388719,30645
2020-06-15,North Carolina,37,45257,1156
2020-06-15,North Dakota,38,3104,77
2020-06-15,Northern Mariana Islands,69,30,2
2020-06-15,Ohio,39,41576,2573
2020-06-15,Oklahoma,40,8417,359
2020-06-15,Oregon,41,5831,180
2020-06-15,Pennsylvania,42,83687,6307
2020-06-15,Puerto Rico,72,5890,147
2020-06-15,Rhode Island,44,16093,851
2020-06-15,South Carolina,45,19381,602
2020-06-15,South Dakota,46,5928,75
2020-06-15,Tennessee,47,30945,477
2020-06-15,Texas,48,91726,2018
2020-06-15,Utah,49,14757,143
2020-06-15,Vermont,50,1130,55
2020-06-15,Virgin Islands,78,73,6
2020-06-15,Virginia,51,54886,1552
2020-06-15,Washington,53,27577,1223
2020-06-15,West Virginia,54,2322,88
2020-06-15,Wisconsin,55,25530,703
2020-06-15,Wyoming,56,1079,18
